"U.S. Citizenship and Immigration Services
LAC,2012,0,5,1,47,0,0,1,2,0,0,0,0,0,28,3,76,664,609,85,3864,9,1,1,25,12,67,28,16
LAW,2012,0,0,0,8,1,6,3,0,0,0,0,2,0,10,0,7,203,118,25,909,2,0,0,12,9,2,1,87
LNY,2012,0,2,1,14,0,0,0,16,0,0,0,0,0,19,5,16,592,333,93,3806,0,2,0,10,7,2,5,91
LOS,2012,0,7,1,64,0,1,1,22,0,1,0,0,0,33,5,79,679,828,63,4229,7,4,3,18,15,15,5,85
LOU,2012,0,0,0,2,0,5,2,28,0,0,0,0,0,0,2,2,83,48,12,456,46,11,0,172,0,1,0,9
LVG,2012,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,77,288,256,30,1780,57,13,5,268,1,21,3,16
MAN,2012,0,0,0,4,0,0,1,2,0,0,0,0,0,2,0,7,40,24,5,232,0,0,0,4,3,8,0,4
MEM,2012,0,1,0,10,0,2,0,19,0,0,0,0,0,6,0,44,225,176,17,922,5,0,1,36,4,3,1,65
MIA,2012,0,1,0,10,0,2,0,6,0,0,0,0,0,6,0,9,363,316,52,2044,467,134,13,1886,9,3,0,35
MIL,2012,0,0,1,8,0,1,1,12,0,0,0,0,0,8,3,57,134,84,10,529,0,1,1,7,1,1,0,3
MTL,2012,0,0,0,3,0,1,1,10,0,0,0,0,0,1,3,1,209,137,27,985,2,0,0,7,5,4,0,4
NEW,2012,0,0,1,17,0,0,0,9,0,0,0,0,0,11,7,110,1019,735,78,4599,68,7,0,259,7,24,8,233
NOL,2012,0,0,0,1,0,1,0,11,0,0,0,0,0,0,0,15,138,138,11,677,11,4,0,59,1,0,2,6
NOR,2012,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,14,172,97,10,626,11,0,0,26,2,0,0,36
NYC,2012,0,45,5,41,0,1,0,9,0,0,0,0,0,37,3,41,1639,975,193,10385,11,2,1,58,24,145,22,88
OKC,2012,0,0,0,2,0,0,0,3,0,0,0,0,0,7,0,5,139,94,10,610,0,0,0,18,3,2,7,22
OKL,2012,0,3,1,15,0,0,0,6,0,0,0,0,0,1,0,29,505,450,41,2484,95,43,11,519,0,4,7,56
OMA,2012,0,2,0,5,1,3,0,30,0,0,0,0,0,1,1,11,70,54,8,282,16,3,2,84,1,1,1,6
ORL,2012,0,1,0,19,0,0,0,4,0,0,0,0,0,1,1,6,322,269,40,1890,53,9,1,263,1,12,0,34
PHI,2012,0,3,1,9,1,1,0,16,0,0,0,0,0,5,2,56,454,329,35,2113,23,0,1,76,7,8,0,14
PHO,2012,1,3,0,8,0,5,2,19,0,0,0,0,0,1,1,35,393,366,56,1714,16,4,0,61,6,5,2,23
PIT,2012,0,4,0,0,0,1,0,10,0,0,0,0,0,0,0,21,101,74,4,436,2,0,0,5,3,0,0,7
POM,2012,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,29,20,1,122,0,0,0,0,0,0,0,1
POO,2012,0,0,0,2,0,1,0,8,0,0,0,0,0,4,0,15,189,108,12,918,22,1,0,42,20,7,0,52
PRO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,96,41,8,461,1,0,0,4,3,0,0,7
QNS,2012,0,18,2,27,0,0,0,9,0,0,0,0,0,7,2,39,592,436,48,3497,4,0,0,16,13,4,3,88
RAL,2012,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,8,184,131,14,845,8,1,0,39,3,0,0,19
REN,2012,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,4,29,53,8,191,0,0,0,4,0,0,0,6
SAA,2012,0,4,1,5,0,1,3,13,0,2,1,0,0,26,4,59,411,364,47,2138,3,0,0,17,8,12,1,13
SAC,2012,0,0,1,6,0,2,0,2,0,1,0,0,0,1,1,18,251,261,28,1146,0,0,0,5,25,5,0,64
SAJ,2012,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,11,67,56,2,300,5,3,1,27,0,0,0,28
SBD,2012,0,0,1,9,0,0,0,1,0,0,0,0,0,2,3,48,509,542,57,2410,5,0,0,15,2,5,2,2
SEA,2012,0,6,0,13,0,16,1,7,0,0,0,0,0,15,2,58,371,324,36,1624,2,1,0,4,24,27,3,51
SFR,2012,0,4,0,64,1,4,0,3,0,0,0,0,0,16,6,63,548,517,40,2718,2,1,0,7,11,6,1,38
SFV,2012,0,0,0,13,0,0,1,3,0,0,0,0,0,11,2,64,354,225,48,2623,0,1,0,2,3,7,5,20
SLC,2012,0,1,0,9,0,1,0,11,0,0,0,0,0,1,0,19,200,135,14,1040,0,1,0,14,0,14,1,5
SNA,2012,0,0,0,2,5,1,1,19,0,0,0,0,0,6,0,12,502,360,37,2162,31,5,1,110,10,42,9,29
SND,2012,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,42,171,165,21,688,1,0,0,9,5,10,0,10
SNJ,2012,0,3,0,14,0,1,0,5,0,0,0,1,0,8,3,31,357,332,15,1642,0,0,0,11,6,0,0,18
SPM,2012,0,3,2,23,0,14,4,34,0,0,0,0,0,2,1,32,224,142,27,1362,1,0,2,12,9,1,0,68
SPO,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14,12,2,82,0,0,0,0,10,1,2,15
STA,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,18,29,6,64,0,0,0,0,0,0,0,2
STL,2012,0,0,0,5,0,1,2,5,0,0,0,0,0,1,1,21,82,37,9,381,0,0,2,2,2,7,0,0
TAM,2012,0,1,0,26,2,1,0,35,0,0,0,0,0,5,4,21,324,285,33,1646,203,44,4,841,12,36,0,9
TUC,2012,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,5,122,112,26,651,0,0,0,1,0,0,1,1
WAS,2012,0,7,1,3,0,5,1,17,0,0,0,0,0,23,12,79,535,256,59,3073,6,2,0,63,16,20,7,85
WIC,2012,0,0,0,1,0,2,0,6,0,0,0,0,0,1,0,0,65,34,1,323,5,0,0,8,0,0,0,1
WPB,2012,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,8,250,179,49,971,104,20,1,374,2,7,2,15
YAK,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,3,198,1,1,0,1,5,3,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data: Based on October 2012 Final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Performance Analysis System (PAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report Created: December 11, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Frequency: Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By: Office of Performance and Quality (OPQ), Data Analysis and Reporting Branch (DARB) - KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date(s): Oct 2009 - Oct 2012 (Updated FY2013 October Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form Type(s):  I-485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Type(s): Receipts, Approvals, Denials and Pending",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USCIS Domestic Field Offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
